originalEntry	fuzzyMatchedEntry	fuzzyMatchScore
dunn's bridge path	andy's way	86
beach avenue trails	scotch beach	86
smithpoint beach fire island seashore east of smithpoint beach long island ny	mansion beach	86
west side bench beach	mansion beach	86
negus park in a tree	'the maze'	45
trims pond trail	mohegan trail	62
graces cove beach	scotch beach	62
cemetery stone wall	andy's way	45
west beach by north light	north light	90
the indian cemetery momument	'the maze'	86
beach in front of north light in a pile of rocks	north light	90
southeast lighthouse tower window sill	southeast light	90
sit your but or take a putt	'the maze'	45
on the beach just in front of the north lighthouse.	north light	90
east bank of sachem pond	sachern pond	86
west side of north point, behind log	north light	86
attwood overlook, next to a tree.	payne overlook	86
trail to vail beach	scotch beach	86
ocean view pavilion (rafters)	ocean view pavilion	95
black rock beach	black rock	90
grace point	sachern pond	61
park at harbor pond	sachern pond	86
black rock in a lobster pot	black rock	90
the trail leading to andy's way	andy's way	90
romans hollow, hidden in a bush!	rodman's hollow	86
greenway of cooneymus road	bi greenway	86
greenway off cooneymus road	bi greenway	86
coast guard station trail to breakwater new harbor	new harbor	90
trail that runs between cooneymus rd and black rock trail	black rock	90
marsh hawk hallow	rodman's hollow	56
greenway trails-wooden box near beacon hill	beacon hill	90
beach b'tween bluffs & coneymus	mohegan bluffs	86
beach end of black rock rd.	black rock	90
greenway trails beacon hill rd in thicket of bush	beacon hill	90
under bush at entrance to middle pond @ hodge preserve	sachern pond	86
entrance to dory's cove in and old lobster pot	rodman's hollow	86
fresh swamp walking trail	fresh swamp	90
in tree vines on path from parking lot to clay head beach	clay head trail	86
in hole of mantassean monumnet	win dodge	50
entrance to clay head beach under charred railroad tie	clay head trail	86
cemetery by fresh pond	sachern pond	86
scotch beach entrance	scotch beach	90
mansion beach tied up in a sack in a tree	mansion beach	90
mott farm trail	payne farm trail	76
west beach under rim	mansion beach	86
mott park (close to airport)	nathan mott park	86
end of w beach rd in tire rim	mansion beach	86
tree at fresh pond	sachern pond	86
loop off of beach ave	mansion beach	86
greenaway trails	bi greenway	59
beach ave-nature trail	mansion beach	86
in a hollow log on cooneymus	rodman's hollow	86
scotch beach trail	scotch beach	90
scotch beach access path	scotch beach	90
under bridge at fresh pond	sachern pond	86
fresh pond under tree roots	sachern pond	86
west beach-breed property	mansion beach	86
floating in fresh pond	sachern pond	86
trail off payne rd.	payne farm trail	78
first path on right going towards mohegan bluffs	mohegan bluffs	90
the block island ferry boat	'the maze'	86
wlkers welcome path off mohegan trail	mohegan trail	90
block island state beach	mansion beach	86
greenway trail meadow hill	meadow hill	90
west beach, south of west beach road, under large driftwood	mansion beach	86
massion beach	mansion beach	92
beach between the oars and champlins (10/6/15)	'the maze'	86
north of mansion beach	mansion beach	90
trail by north light	north light	90
on a greenway in a tree	bi greenway	86
old town road greenway	bi greenway	86
field off west side rd	loffredo loop	46
sign at paynes overlook	payne overlook	86
under rock at rodman's hollow parking area	rodman's hollow	90
rock wall at the martin property	settler's rock	86
turnip farm greenway entrance, to the left of the gate behind a rock	turnip farm	90
green way off old mill rd	andy's way	86
inside a cracked log on beach between lewis dickens pt & black rock pt	black rock	90
clay head beach in lobster pot	clay head trail	86
in my backpack!	black rock	50
under the dew, betwixt the flora and fauna near the beach on clay head	clay head trail	86
turnip farm in a bush	turnip farm	90
re-hidden on 5/28/16	sachern pond	45
enchanted forest, old mill side, in a tree	enchanted forest	90
rock wall on clay head trail	clay head trail	90
the maze, in a tree. not sure exactly where, as it was night.	'the maze'	90
clayhead beach, under the sand	'the maze'	86
bluffs trail at black rock	black rock	90
in a tree, turnip farm	turnip farm	90
enchanted forest in the base of a tree clump	enchanted forest	90
rodmans hallow	rodman's hollow	90
on the path of clay head trail	clay head trail	90
rodman's/black rock	black rock	90
trail to maze	'the maze'	86
veteran's park in a tree	rodman's hollow	86
near farm	lewis-dickens farm	86
harrison trail; hidden in a tree	clay head trail	86
ballard's beach	andy's way	86
mohegan bluff beach	scotch beach	86
in the sand on west beach	'the maze'	86
greenway off of beacon hill road. in a rock.	beacon hill	90
rodmans hollow, long loop	rodman's hollow	86
payne greenway	bi greenway	80
town beach entrance	scotch beach	86
across from airport	payne farm trail	46
gracy's cove, entrance to a walkway, on top of sign	rodman's hollow	86
turnip farm area stone wall	turnip farm	90
next to the enchanted forest resting inside a tree	enchanted forest	90
graces beach	mansion beach	64
greenway path off of cooneynus	bi greenway	86
rodmans hollow turnip farm in a broken tree stump.	turnip farm	90
snake hole rd	rodman's hollow	54
old millard trail	clay head trail	59
trail south of peter woods, old mill road	clay head trail	86
greenway trail off cooneymus	clay head trail	86
behind peter woods off old mill road	beacon hill	55
cooneymus beach, in a driftwood log hollow, covered with sand	rodman's hollow	86
cooneymus beach in plastic container	mansion beach	86
se point	sachern pond	60
gracy's cove	great salt pond	52
sand bank cove on ground surrounded by rocks by clay cave	clay head trail	86
mohegan bluffs, in lobster trap	mohegan bluffs	90
a few hundred yards north of cooneymus rd beach access	north light	86
beacon hill greenway area	beacon hill	90
southeast	southeast light	90
beach at northern light	north light	86
stairs on moghan bluffs	mohegan bluffs	86
west beach near north lighthouse.	north light	90
half-buried in sand near the north lighthouse	north light	90
south of grace's cove entrance	rodman's hollow	86
rock wall foundation of the win dodge preserve	win dodge	90
between schooner point and dickens point in lobster pot	lewis-dickens farm	86
on the beach below mohegan bluffs-- against a rock, partiallly buried in clay	mohegan bluffs	90
ocean view- eaves of gazebo	ocean view pavilion	66
duval	great salt pond	51
greenway harrison loop	harrison loop	90
harrison trail in tree	harrison loop	86
in the enchanted forest to the left of the enchanted forest sign in a rock wall	enchanted forest	90
north light beach buried in sand	north light	90
the labyrinth	'the maze'	86
grace's cove pond	andy's way	86
enchanted forest, hilltop rock wall	enchanted forest	90
enchanted forest, on ground among downed,cleared branches	enchanted forest	90
in tidal debris north of the old cut on the great salt pond	great salt pond	90
clay head trail entrance to beach.	clay head trail	90
winfield dodge stonewall	win dodge	86
beacon hill greenway- in an tree stump	beacon hill	90
ocean view on a memorial stone with compass setting.	ocean view pavilion	86
clay head beach-lobster trap	clay head trail	86
driftwood-clay head beach	clay head trail	86
mohegan bluffs beach	mohegan bluffs	95
intersection of old town road and center street.	sachern pond	50
mansion beach in the foundation of the mansion	mansion beach	90
northwest beach, south of north light	north light	90
on sand of west beach	mansion beach	86
sign at mohegan bluffs	mohegan bluffs	90
corn neck rd	sachern pond	50
steps going down to moghean bluffs	mohegan bluffs	86
clay head trail, base of tree	clay head trail	90
clay head trail, in a dead tree	clay head trail	90
inside engine block on west beach	mansion beach	86
trail before point	payne farm trail	62
old harbor	new harbor	71
north light house beach	north light	90
island free library in a flower pot	harrison loop	49
great salt pond south of bi club	great salt pond	90
clayhead, begining of the path in a fallen log	'the maze'	86
between surf beach and town beach	mansion beach	86
southeast lighthouse, outside on the windowsill by the ramp	southeast light	90
charlestown beach inside driftwood log	mansion beach	86
boat basin beach	mansion beach	69
marsh by andy's way	andy's way	90
beach heading to north light	north light	90
airport/mott trail	nathan mott park	53
clayhead trail in a tree	clay head trail	86
in rock wall at vaills beach road	settler's rock	86
end of mohegan bluff stairs in rock pile	mohegan bluffs	86
vail beach, in a old lobster trap, 10/10/13	mansion beach	86
mohegan bluffs -- in a tree; found on may 23, 2014	mohegan bluffs	90
rock wall at mansion beach	mansion beach	90
vaill beach	beacon hill	69
on a boulder on a greenway trail near black rock beach	black rock	90
off clayhead trail under a log	clay head trail	86
black rock overlook in a stump	black rock	90
stone wall on pilot hill rd.near the school	'the maze'	86
bluff above black rock beach	black rock	90
mosquito beach, washed ashore	mansion beach	86
enchanted forest behind a rock	enchanted forest	90
dorry's cove-in a bleach bottle	rodman's hollow	86
off enchanted forest path, taking a left at the top of the hill, under a tree.	enchanted forest	90
dorrey's cove	enchanted forest	46
near bonnell beach	scotch beach	86
maze beach	mansion beach	70
between dorries and gracies	win dodge	50
west beach on a rusty tire rim	mansion beach	86
enchanted forest in wall at entrance	enchanted forest	90
moheagan bluffs beach	mohegan bluffs	86
on the bluffs at clayhead	mohegan bluffs	86
mohegian bluff overlook	payne overlook	86
the bluffs beach (stairs)	mohegan bluffs	86
dorries	enchanted forest	64
west beach/ dump road	mansion beach	86
west beach, near north light	north light	90
graces cove pond	great salt pond	58
west beach, close to north light	north light	90
coast guard channel beach	mansion beach	86
south of the north light west beach side	north light	90
gracies	great salt pond	51
in a tree in the enchanted forest	enchanted forest	90
greenway trail airport	bi greenway	86
dories	enchanted forest	60
near turnip farm on greenway	turnip farm	90
way up in a tree	andy's way	86
turnip farm entrance	turnip farm	90
the unenchanted forest	'the maze'	86
pots&kettles area	settler's rock	58
mansion beach under rock pile	mansion beach	90
entrance to mansion beach	mansion beach	90
clayhead trail beach	mansion beach	86
next to fence in clayhead	clay head trail	63
southwest point beach/ cooneymus rd	mansion beach	86
graces cove, just past the driftwood fort	'the maze'	86
inside fort at gracies cove	new harbor	45
