originalEntry	fuzzyMatchedEntry	fuzzyMatchScore
pilot hill road	pilot hill road	100
mansion beach	mansion beach	100
island cemetery	island cemetery	100
dorry's cove	dorry's cove	100
payne farm trail	payne farm trail	100
coast guard beach	coast guard beach	100
payne road greenway	payne road greenway	100
lewis dickens farm	lewis-dickens farm	100
beane point	beane point	100
attwood overlook	attwood overlook	100
rodman hollow	rodman hollow	100
mosquito beach	mosquito beach	100
beacon hill	beacon hill	100
block island historical society	block island historical society	100
harrison trail	harrison trail	100
middle earth	middle earth	100
dickens point	dickens point	100
jim gaffney trail	jim gaffney trail	100
fred benson town beach	fred benson town beach	100
baby beach	baby beach	100
hodge preserve	hodge preserve	100
southwest point	southwest point	100
hodge property	hodge property	100
middle earth (??)	middle earth	100
ocean view pavilion	ocean view pavilion	100
cooneymus beach	cooneymus beach	100
post office	post office	100
middle earth(??)	middle earth	100
farmer's market	farmer's market	100
charlestown beach	charlestown beach	100
mott trail	mott trail	100
crescent beach	crescent beach	100
mohegan trail	mohegan trail	100
coast guard station	coast guard station	100
settler's rock	settler's rock	100
martin property	martin property	100
spring street	spring street	100
payne overlook	payne overlook	100
mosquito beach?	mosquito beach	100
library	library	100
black rock beach	black rock beach	100
block island state beach	block island state beach	100
ballard's beach	ballard's beach	100
vaill beach	vaill beach	100
